_id,FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF
6598,2006/07,RA2703, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6599,2006/07,RA2703, ,65plus years,Male,SMR01, ,0, , ,:,0, , ,:
6600,2006/07,RA2703, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6601,2007/08,S08000015, ,0-17 years,Male,SMR01, ,60, ,155.66, ,50, ,129.72, 
6602,2007/08,S08000015, ,0-17 years,Female,SMR01, ,40, ,107.53, ,40, ,107.53, 
6603,2007/08,S08000015, ,18-24 years,Male,SMR01, ,50, ,333.38, ,50, ,333.38, 
6604,2007/08,S08000015, ,18-24 years,Female,SMR01, ,20, ,134.15, ,20, ,134.15, 
6605,2007/08,S08000015, ,25-39 years,Male,SMR01, ,110, ,353.28, ,70, ,224.81, 
6606,2007/08,S08000015, ,25-39 years,Female,SMR01, ,40, ,117.3, ,30, ,87.97, 
6607,2007/08,S08000015, ,40-64 years,Male,SMR01, ,240, ,375, ,180, ,281.25, 
6608,2007/08,S08000015, ,40-64 years,Female,SMR01, ,100, ,145.3, ,80, ,116.24, 
6609,2007/08,S08000015, ,65plus years,Male,SMR01, ,110, ,388.08, ,90, ,317.52, 
6610,2007/08,S08000015, ,65plus years,Female,SMR01, ,100, ,258.44, ,80, ,206.76, 
6611,2007/08,S08000016, ,0-17 years,Male,SMR01, ,20, ,174, ,10, ,87, 
6612,2007/08,S08000016, ,0-17 years,Female,SMR01, ,20, ,179.08, ,20, ,179.08, 
6613,2007/08,S08000016, ,18-24 years,Male,SMR01, ,20, ,547.95, ,20, ,547.95, 
6614,2007/08,S08000016, ,18-24 years,Female,SMR01, ,10, ,274.2, ,10, ,274.2, 
6615,2007/08,S08000016, ,25-39 years,Male,SMR01, ,20, ,223.16, ,10, ,111.58, 
6616,2007/08,S08000016, ,25-39 years,Female,SMR01, ,10, ,106.17, ,10, ,106.17, 
6617,2007/08,S08000016, ,40-64 years,Male,SMR01, ,40, ,193.56, ,30, ,145.17, 
6618,2007/08,S08000016, ,40-64 years,Female,SMR01, ,20, ,94.03, ,20, ,94.03, 
6619,2007/08,S08000016, ,65plus years,Male,SMR01, ,60, ,626.04, ,40, ,417.36, 
6620,2007/08,S08000016, ,65plus years,Female,SMR01, ,70, ,567.21, ,50, ,405.15, 
6621,2007/08,S08000017, ,0-17 years,Male,SMR01, ,20, ,132.31, ,20, ,132.31, 
6622,2007/08,S08000017, ,0-17 years,Female,SMR01, ,20, ,138.48, ,20, ,138.48, 
6623,2007/08,S08000017, ,18-24 years,Male,SMR01, ,10, ,185.36, ,10, ,185.36, 
6624,2007/08,S08000017, ,18-24 years,Female,SMR01, ,10, ,198.29, ,10, ,198.29, 
6625,2007/08,S08000017, ,25-39 years,Male,SMR01, ,20, ,177.46, ,10, ,88.73, 
6626,2007/08,S08000017, ,25-39 years,Female,SMR01, ,20, ,162.56, ,10, ,81.28, 
6627,2007/08,S08000017, ,40-64 years,Male,SMR01, ,50, ,183.31, ,40, ,146.65, 
6628,2007/08,S08000017, ,40-64 years,Female,SMR01, ,30, ,105.23, ,20, ,70.15, 
6629,2007/08,S08000017, ,65plus years,Male,SMR01, ,60, ,434.44, ,40, ,289.62, 
6630,2007/08,S08000017, ,65plus years,Female,SMR01, ,70, ,406.88, ,50, ,290.63, 
6631,2007/08,S08000019, ,0-17 years,Male,SMR01, ,10, ,31.86, ,10, ,31.86, 
6632,2007/08,S08000019, ,0-17 years,Female,SMR01, ,10, ,33.29, ,10, ,33.29, 
6633,2007/08,S08000019, ,18-24 years,Male,SMR01, ,10, ,77.34, ,10, ,77.34, 
6634,2007/08,S08000019, ,18-24 years,Female,SMR01, ,10, ,77.59, ,10, ,77.59, 
6635,2007/08,S08000019, ,25-39 years,Male,SMR01, ,20, ,72.54, ,20, ,72.54, 
6636,2007/08,S08000019, ,25-39 years,Female,SMR01, ,10, ,33.68, ,10, ,33.68, 
6637,2007/08,S08000019, ,40-64 years,Male,SMR01, ,100, ,202.07, ,70, ,141.45, 
6638,2007/08,S08000019, ,40-64 years,Female,SMR01, ,40, ,77.75, ,30, ,58.31, 
6639,2007/08,S08000019, ,65plus years,Male,SMR01, ,40, ,204.57, ,30, ,153.43, 
6640,2007/08,S08000019, ,65plus years,Female,SMR01, ,70, ,265.61, ,40, ,151.78, 
6641,2007/08,S08000020, ,0-17 years,Male,SMR01, ,20, ,35.36, ,20, ,35.36, 
6642,2007/08,S08000020, ,0-17 years,Female,SMR01, ,30, ,56.3, ,30, ,56.3, 
6643,2007/08,S08000020, ,18-24 years,Male,SMR01, ,30, ,114.77, ,20, ,76.51, 
6644,2007/08,S08000020, ,18-24 years,Female,SMR01, ,20, ,77.33, ,20, ,77.33, 
6645,2007/08,S08000020, ,25-39 years,Male,SMR01, ,120, ,212.79, ,70, ,124.13, 
6646,2007/08,S08000020, ,25-39 years,Female,SMR01, ,40, ,72.87, ,30, ,54.65, 
6647,2007/08,S08000020, ,40-64 years,Male,SMR01, ,240, ,252.32, ,180, ,189.24, 
6648,2007/08,S08000020, ,40-64 years,Female,SMR01, ,120, ,126.59, ,80, ,84.39, 
6649,2007/08,S08000020, ,65plus years,Male,SMR01, ,120, ,326.45, ,100, ,272.04, 
6650,2007/08,S08000020, ,65plus years,Female,SMR01, ,140, ,288.72, ,120, ,247.47, 
6651,2007/08,S08000022, ,0-17 years,Male,SMR01, ,30, ,92.23, ,30, ,92.23, 
6652,2007/08,S08000022, ,0-17 years,Female,SMR01, ,40, ,128.39, ,40, ,128.39, 
6653,2007/08,S08000022, ,18-24 years,Male,SMR01, ,30, ,241.76, ,30, ,241.76, 
6654,2007/08,S08000022, ,18-24 years,Female,SMR01, ,20, ,195.6, ,20, ,195.6, 
6655,2007/08,S08000022, ,25-39 years,Male,SMR01, ,100, ,375.97, ,60, ,225.58, 
6656,2007/08,S08000022, ,25-39 years,Female,SMR01, ,60, ,218.46, ,40, ,145.64, 
6657,2007/08,S08000022, ,40-64 years,Male,SMR01, ,320, ,553.71, ,200, ,346.07, 
6658,2007/08,S08000022, ,40-64 years,Female,SMR01, ,160, ,270.43, ,110, ,185.92, 
6659,2007/08,S08000022, ,65plus years,Male,SMR01, ,210, ,842.49, ,140, ,561.66, 
6660,2007/08,S08000022, ,65plus years,Female,SMR01, ,230, ,707.15, ,160, ,491.93, 
6661,2007/08,S08000024, ,0-17 years,Male,SMR01, ,40, ,49.46, ,40, ,49.46, 
6662,2007/08,S08000024, ,0-17 years,Female,SMR01, ,50, ,65.11, ,40, ,52.09, 
6663,2007/08,S08000024, ,18-24 years,Male,SMR01, ,40, ,99.24, ,30, ,74.43, 
6664,2007/08,S08000024, ,18-24 years,Female,SMR01, ,30, ,70.42, ,30, ,70.42, 
6665,2007/08,S08000024, ,25-39 years,Male,SMR01, ,150, ,168.28, ,110, ,123.4, 
6666,2007/08,S08000024, ,25-39 years,Female,SMR01, ,60, ,65.32, ,50, ,54.43, 
6667,2007/08,S08000024, ,40-64 years,Male,SMR01, ,430, ,335.7, ,260, ,202.98, 
6668,2007/08,S08000024, ,40-64 years,Female,SMR01, ,200, ,149.89, ,150, ,112.42, 
6669,2007/08,S08000024, ,65plus years,Male,SMR01, ,330, ,669.62, ,200, ,405.83, 
6670,2007/08,S08000024, ,65plus years,Female,SMR01, ,540, ,781.8, ,330, ,477.77, 
6671,2007/08,S08000025, ,0-17 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6672,2007/08,S08000025, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6673,2007/08,S08000025, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6674,2007/08,S08000025, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6675,2007/08,S08000025, ,25-39 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6676,2007/08,S08000025, ,25-39 years,Female,SMR01, ,10, ,573.39, ,0, ,0, 
6677,2007/08,S08000025, ,40-64 years,Male,SMR01, ,10, ,255.56, ,10, ,255.56, 
6678,2007/08,S08000025, ,40-64 years,Female,SMR01, ,10, ,260.28, ,0, ,0, 
6679,2007/08,S08000025, ,65plus years,Male,SMR01, ,0, ,0, ,0, ,0, 
6680,2007/08,S08000025, ,65plus years,Female,SMR01, ,10, ,476.42, ,10, ,476.42, 
6681,2007/08,S08000026, ,0-17 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6682,2007/08,S08000026, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6683,2007/08,S08000026, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6684,2007/08,S08000026, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6685,2007/08,S08000026, ,25-39 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6686,2007/08,S08000026, ,25-39 years,Female,SMR01, ,10, ,471.03, ,0, ,0, 
6687,2007/08,S08000026, ,40-64 years,Male,SMR01, ,20, ,487.21, ,20, ,487.21, 
6688,2007/08,S08000026, ,40-64 years,Female,SMR01, ,20, ,526.32, ,10, ,263.16, 
6689,2007/08,S08000026, ,65plus years,Male,SMR01, ,10, ,663.13, ,0, ,0, 
6690,2007/08,S08000026, ,65plus years,Female,SMR01, ,0, ,0, ,0, ,0, 
6691,2007/08,S08000028, ,0-17 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6692,2007/08,S08000028, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6693,2007/08,S08000028, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6694,2007/08,S08000028, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6695,2007/08,S08000028, ,25-39 years,Male,SMR01, ,20, ,881.83, ,20, ,881.83, 
6696,2007/08,S08000028, ,25-39 years,Female,SMR01, ,10, ,440.33, ,0, ,0, 
6697,2007/08,S08000028, ,40-64 years,Male,SMR01, ,50, ,982.7, ,40, ,786.16, 
6698,2007/08,S08000028, ,40-64 years,Female,SMR01, ,20, ,416.23, ,20, ,416.23, 
6699,2007/08,S08000028, ,65plus years,Male,SMR01, ,20, ,854.7, ,20, ,854.7, 
6700,2007/08,S08000028, ,65plus years,Female,SMR01, ,10, ,311.72, ,10, ,311.72, 
6701,2007/08,S08000029, ,0-17 years,Male,SMR01, ,20, ,53.71, ,20, ,53.71, 
6702,2007/08,S08000029, ,0-17 years,Female,SMR01, ,20, ,55.65, ,20, ,55.65, 
6703,2007/08,S08000029, ,18-24 years,Male,SMR01, ,20, ,122.46, ,20, ,122.46, 
6704,2007/08,S08000029, ,18-24 years,Female,SMR01, ,20, ,119.95, ,10, ,59.97, 
6705,2007/08,S08000029, ,25-39 years,Male,SMR01, ,50, ,152.3, ,30, ,91.38, 
6706,2007/08,S08000029, ,25-39 years,Female,SMR01, ,20, ,58, ,20, ,58, 
6707,2007/08,S08000029, ,40-64 years,Male,SMR01, ,130, ,212.44, ,90, ,147.08, 
6708,2007/08,S08000029, ,40-64 years,Female,SMR01, ,60, ,93.78, ,40, ,62.52, 
6709,2007/08,S08000029, ,65plus years,Male,SMR01, ,130, ,507.97, ,70, ,273.52, 
6710,2007/08,S08000029, ,65plus years,Female,SMR01, ,160, ,464.04, ,100, ,290.02, 
6711,2007/08,S08000030, ,0-17 years,Male,SMR01, ,20, ,49.23, ,20, ,49.23, 
6712,2007/08,S08000030, ,0-17 years,Female,SMR01, ,20, ,51.47, ,20, ,51.47, 
6713,2007/08,S08000030, ,18-24 years,Male,SMR01, ,10, ,55.26, ,10, ,55.26, 
6714,2007/08,S08000030, ,18-24 years,Female,SMR01, ,20, ,108.18, ,20, ,108.18, 
6715,2007/08,S08000030, ,25-39 years,Male,SMR01, ,40, ,116.01, ,40, ,116.01, 
6716,2007/08,S08000030, ,25-39 years,Female,SMR01, ,20, ,54.8, ,10, ,27.4, 
6717,2007/08,S08000030, ,40-64 years,Male,SMR01, ,120, ,179.21, ,90, ,134.41, 
6718,2007/08,S08000030, ,40-64 years,Female,SMR01, ,50, ,71, ,40, ,56.8, 
6719,2007/08,S08000030, ,65plus years,Male,SMR01, ,80, ,254.99, ,70, ,223.11, 
6720,2007/08,S08000030, ,65plus years,Female,SMR01, ,110, ,258.34, ,100, ,234.86, 
6721,2007/08,S08000031, ,0-17 years,Male,SMR01, ,50, ,43.09, ,50, ,43.09, 
6722,2007/08,S08000031, ,0-17 years,Female,SMR01, ,30, ,27.1, ,30, ,27.1, 
6723,2007/08,S08000031, ,18-24 years,Male,SMR01, ,70, ,123.38, ,50, ,88.13, 
6724,2007/08,S08000031, ,18-24 years,Female,SMR01, ,30, ,51.21, ,20, ,34.14, 
6725,2007/08,S08000031, ,25-39 years,Male,SMR01, ,410, ,373.09, ,250, ,227.49, 
6726,2007/08,S08000031, ,25-39 years,Female,SMR01, ,140, ,118.97, ,110, ,93.47, 
6727,2007/08,S08000031, ,40-64 years,Male,SMR01, ,1080, ,607.59, ,700, ,393.81, 
6728,2007/08,S08000031, ,40-64 years,Female,SMR01, ,390, ,205.48, ,270, ,142.25, 
6729,2007/08,S08000031, ,65plus years,Male,SMR01, ,520, ,741, ,320, ,456, 
6730,2007/08,S08000031, ,65plus years,Female,SMR01, ,700, ,668.9, ,440, ,420.45, 
6731,2007/08,S08000032, ,0-17 years,Male,SMR01, ,40, ,56.6, ,40, ,56.6, 
6732,2007/08,S08000032, ,0-17 years,Female,SMR01, ,20, ,29.59, ,20, ,29.59, 
6733,2007/08,S08000032, ,18-24 years,Male,SMR01, ,40, ,144.76, ,40, ,144.76, 
6734,2007/08,S08000032, ,18-24 years,Female,SMR01, ,10, ,36.12, ,10, ,36.12, 
6735,2007/08,S08000032, ,25-39 years,Male,SMR01, ,280, ,447.06, ,160, ,255.46, 
6736,2007/08,S08000032, ,25-39 years,Female,SMR01, ,90, ,135.48, ,50, ,75.27, 
6737,2007/08,S08000032, ,40-64 years,Male,SMR01, ,640, ,598.03, ,350, ,327.05, 
6738,2007/08,S08000032, ,40-64 years,Female,SMR01, ,220, ,192.27, ,130, ,113.61, 
6739,2007/08,S08000032, ,65plus years,Male,SMR01, ,250, ,618.98, ,130, ,321.87, 
6740,2007/08,S08000032, ,65plus years,Female,SMR01, ,260, ,455.66, ,150, ,262.88, 
6741,2007/08,RA2702, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6742,2007/08,RA2702, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6743,2007/08,RA2702, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6744,2007/08,RA2702, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6745,2007/08,RA2702, ,25-39 years,Male,SMR01, ,10, , ,:,10, , ,:
6746,2007/08,RA2702, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6747,2007/08,RA2702, ,40-64 years,Male,SMR01, ,20, , ,:,20, , ,:
6748,2007/08,RA2702, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6749,2007/08,RA2702, ,65plus years,Male,SMR01, ,10, , ,:,10, , ,:
6750,2007/08,RA2702, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6751,2007/08,RA2701, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6752,2007/08,RA2701, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6753,2007/08,RA2701, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6754,2007/08,RA2701, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6755,2007/08,RA2701, ,25-39 years,Male,SMR01, ,10, , ,:,0, , ,:
6756,2007/08,RA2701, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6757,2007/08,RA2701, ,40-64 years,Male,SMR01, ,30, , ,:,20, , ,:
6758,2007/08,RA2701, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6759,2007/08,RA2701, ,65plus years,Male,SMR01, ,0, , ,:,0, , ,:
6760,2007/08,RA2701, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6761,2007/08,RA2704, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6762,2007/08,RA2704, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6763,2007/08,RA2704, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6764,2007/08,RA2704, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6765,2007/08,RA2704, ,25-39 years,Male,SMR01, ,20, , ,:,10, , ,:
6766,2007/08,RA2704, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6767,2007/08,RA2704, ,40-64 years,Male,SMR01, ,20, , ,:,10, , ,:
6768,2007/08,RA2704, ,40-64 years,Female,SMR01, ,10, , ,:,0, , ,:
6769,2007/08,RA2704, ,65plus years,Male,SMR01, ,0, , ,:,0, , ,:
6770,2007/08,RA2704, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6771,2007/08,RA2703, ,0-17 years,Male,SMR01, ,0, , ,:,0, , ,:
6772,2007/08,RA2703, ,0-17 years,Female,SMR01, ,0, , ,:,0, , ,:
6773,2007/08,RA2703, ,18-24 years,Male,SMR01, ,0, , ,:,0, , ,:
6774,2007/08,RA2703, ,18-24 years,Female,SMR01, ,0, , ,:,0, , ,:
6775,2007/08,RA2703, ,25-39 years,Male,SMR01, ,0, , ,:,0, , ,:
6776,2007/08,RA2703, ,25-39 years,Female,SMR01, ,0, , ,:,0, , ,:
6777,2007/08,RA2703, ,40-64 years,Male,SMR01, ,10, , ,:,0, , ,:
6778,2007/08,RA2703, ,40-64 years,Female,SMR01, ,0, , ,:,0, , ,:
6779,2007/08,RA2703, ,65plus years,Male,SMR01, ,0, , ,:,0, , ,:
6780,2007/08,RA2703, ,65plus years,Female,SMR01, ,0, , ,:,0, , ,:
6781,2008/09,S08000015, ,0-17 years,Male,SMR01, ,40, ,103.82, ,40, ,103.82, 
6782,2008/09,S08000015, ,0-17 years,Female,SMR01, ,20, ,53.93, ,20, ,53.93, 
6783,2008/09,S08000015, ,18-24 years,Male,SMR01, ,20, ,132.56, ,20, ,132.56, 
6784,2008/09,S08000015, ,18-24 years,Female,SMR01, ,20, ,132.61, ,20, ,132.61, 
6785,2008/09,S08000015, ,25-39 years,Male,SMR01, ,110, ,358.01, ,80, ,260.37, 
6786,2008/09,S08000015, ,25-39 years,Female,SMR01, ,50, ,149.23, ,40, ,119.39, 
6787,2008/09,S08000015, ,40-64 years,Male,SMR01, ,230, ,356.92, ,170, ,263.81, 
6788,2008/09,S08000015, ,40-64 years,Female,SMR01, ,120, ,172.7, ,90, ,129.53, 
6789,2008/09,S08000015, ,65plus years,Male,SMR01, ,90, ,309.37, ,80, ,275, 
6790,2008/09,S08000015, ,65plus years,Female,SMR01, ,100, ,255.83, ,80, ,204.67, 
6791,2008/09,S08000016, ,0-17 years,Male,SMR01, ,10, ,87.09, ,10, ,87.09, 
6792,2008/09,S08000016, ,0-17 years,Female,SMR01, ,20, ,178.14, ,20, ,178.14, 
6793,2008/09,S08000016, ,18-24 years,Male,SMR01, ,10, ,265.25, ,10, ,265.25, 
6794,2008/09,S08000016, ,18-24 years,Female,SMR01, ,10, ,264.06, ,10, ,264.06, 
6795,2008/09,S08000016, ,25-39 years,Male,SMR01, ,30, ,341.84, ,10, ,113.95, 
6796,2008/09,S08000016, ,25-39 years,Female,SMR01, ,10, ,107.09, ,10, ,107.09, 
6797,2008/09,S08000016, ,40-64 years,Male,SMR01, ,50, ,238.8, ,40, ,191.04, 
6798,2008/09,S08000016, ,40-64 years,Female,SMR01, ,30, ,139, ,20, ,92.67, 
6799,2008/09,S08000016, ,65plus years,Male,SMR01, ,60, ,606.98, ,40, ,404.65, 
6800,2008/09,S08000016, ,65plus years,Female,SMR01, ,80, ,636.23, ,70, ,556.7, 
6801,2008/09,S08000017, ,0-17 years,Male,SMR01, ,20, ,132.64, ,20, ,132.64, 
6802,2008/09,S08000017, ,0-17 years,Female,SMR01, ,20, ,138.97, ,20, ,138.97, 
6803,2008/09,S08000017, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6804,2008/09,S08000017, ,18-24 years,Female,SMR01, ,10, ,195.43, ,10, ,195.43, 
6805,2008/09,S08000017, ,25-39 years,Male,SMR01, ,10, ,90, ,10, ,90, 
6806,2008/09,S08000017, ,25-39 years,Female,SMR01, ,10, ,82.97, ,10, ,82.97, 
6807,2008/09,S08000017, ,40-64 years,Male,SMR01, ,50, ,182.66, ,40, ,146.12, 
6808,2008/09,S08000017, ,40-64 years,Female,SMR01, ,20, ,69.64, ,20, ,69.64, 
6809,2008/09,S08000017, ,65plus years,Male,SMR01, ,90, ,637.85, ,50, ,354.36, 
6810,2008/09,S08000017, ,65plus years,Female,SMR01, ,60, ,341.67, ,40, ,227.78, 
6811,2008/09,S08000019, ,0-17 years,Male,SMR01, ,10, ,31.87, ,10, ,31.87, 
6812,2008/09,S08000019, ,0-17 years,Female,SMR01, ,10, ,33.2, ,10, ,33.2, 
6813,2008/09,S08000019, ,18-24 years,Male,SMR01, ,10, ,76.43, ,10, ,76.43, 
6814,2008/09,S08000019, ,18-24 years,Female,SMR01, ,10, ,77.98, ,10, ,77.98, 
6815,2008/09,S08000019, ,25-39 years,Male,SMR01, ,30, ,110.25, ,20, ,73.5, 
6816,2008/09,S08000019, ,25-39 years,Female,SMR01, ,20, ,68.36, ,10, ,34.18, 
6817,2008/09,S08000019, ,40-64 years,Male,SMR01, ,90, ,179.41, ,70, ,139.54, 
6818,2008/09,S08000019, ,40-64 years,Female,SMR01, ,60, ,114.89, ,50, ,95.74, 
6819,2008/09,S08000019, ,65plus years,Male,SMR01, ,60, ,299.01, ,40, ,199.34, 
6820,2008/09,S08000019, ,65plus years,Female,SMR01, ,70, ,262.28, ,50, ,187.34, 
6821,2008/09,S08000020, ,0-17 years,Male,SMR01, ,40, ,70.85, ,30, ,53.13, 
6822,2008/09,S08000020, ,0-17 years,Female,SMR01, ,40, ,74.99, ,40, ,74.99, 
6823,2008/09,S08000020, ,18-24 years,Male,SMR01, ,20, ,74.25, ,20, ,74.25, 
6824,2008/09,S08000020, ,18-24 years,Female,SMR01, ,20, ,76.84, ,20, ,76.84, 
6825,2008/09,S08000020, ,25-39 years,Male,SMR01, ,100, ,175.83, ,60, ,105.5, 
6826,2008/09,S08000020, ,25-39 years,Female,SMR01, ,40, ,72.28, ,40, ,72.28, 
6827,2008/09,S08000020, ,40-64 years,Male,SMR01, ,260, ,269.96, ,180, ,186.89, 
6828,2008/09,S08000020, ,40-64 years,Female,SMR01, ,130, ,135.7, ,90, ,93.94, 
6829,2008/09,S08000020, ,65plus years,Male,SMR01, ,130, ,346.05, ,90, ,239.57, 
6830,2008/09,S08000020, ,65plus years,Female,SMR01, ,140, ,285.53, ,120, ,244.74, 
6831,2008/09,S08000022, ,0-17 years,Male,SMR01, ,30, ,91.83, ,30, ,91.83, 
6832,2008/09,S08000022, ,0-17 years,Female,SMR01, ,40, ,128.75, ,40, ,128.75, 
6833,2008/09,S08000022, ,18-24 years,Male,SMR01, ,30, ,241.68, ,30, ,241.68, 
6834,2008/09,S08000022, ,18-24 years,Female,SMR01, ,20, ,192.12, ,20, ,192.12, 
6835,2008/09,S08000022, ,25-39 years,Male,SMR01, ,100, ,381.91, ,70, ,267.34, 
6836,2008/09,S08000022, ,25-39 years,Female,SMR01, ,50, ,184.5, ,40, ,147.6, 
6837,2008/09,S08000022, ,40-64 years,Male,SMR01, ,370, ,633.82, ,240, ,411.13, 
6838,2008/09,S08000022, ,40-64 years,Female,SMR01, ,140, ,234.13, ,100, ,167.24, 
6839,2008/09,S08000022, ,65plus years,Male,SMR01, ,230, ,893.45, ,150, ,582.68, 
6840,2008/09,S08000022, ,65plus years,Female,SMR01, ,220, ,664.25, ,160, ,483.09, 
6841,2008/09,S08000024, ,0-17 years,Male,SMR01, ,30, ,37.09, ,30, ,37.09, 
6842,2008/09,S08000024, ,0-17 years,Female,SMR01, ,40, ,51.99, ,30, ,38.99, 
6843,2008/09,S08000024, ,18-24 years,Male,SMR01, ,30, ,72.83, ,30, ,72.83, 
6844,2008/09,S08000024, ,18-24 years,Female,SMR01, ,30, ,68.65, ,20, ,45.77, 
6845,2008/09,S08000024, ,25-39 years,Male,SMR01, ,160, ,179.3, ,120, ,134.48, 
6846,2008/09,S08000024, ,25-39 years,Female,SMR01, ,60, ,65.42, ,40, ,43.62, 
6847,2008/09,S08000024, ,40-64 years,Male,SMR01, ,420, ,322.41, ,260, ,199.59, 
6848,2008/09,S08000024, ,40-64 years,Female,SMR01, ,180, ,133.03, ,130, ,96.07, 
6849,2008/09,S08000024, ,65plus years,Male,SMR01, ,380, ,757.45, ,220, ,438.53, 
6850,2008/09,S08000024, ,65plus years,Female,SMR01, ,540, ,776.54, ,310, ,445.79, 
6851,2008/09,S08000025, ,0-17 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6852,2008/09,S08000025, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6853,2008/09,S08000025, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6854,2008/09,S08000025, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6855,2008/09,S08000025, ,25-39 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6856,2008/09,S08000025, ,25-39 years,Female,SMR01, ,10, ,583.09, ,0, ,0, 
6857,2008/09,S08000025, ,40-64 years,Male,SMR01, ,20, ,504.16, ,10, ,252.08, 
6858,2008/09,S08000025, ,40-64 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6859,2008/09,S08000025, ,65plus years,Male,SMR01, ,10, ,572.08, ,0, ,0, 
6860,2008/09,S08000025, ,65plus years,Female,SMR01, ,10, ,463.82, ,10, ,463.82, 
6861,2008/09,S08000026, ,0-17 years,Male,SMR01, ,10, ,385.51, ,0, ,0, 
6862,2008/09,S08000026, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6863,2008/09,S08000026, ,18-24 years,Male,SMR01, ,10, ,1097.69, ,10, ,1097.69, 
6864,2008/09,S08000026, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6865,2008/09,S08000026, ,25-39 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6866,2008/09,S08000026, ,25-39 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6867,2008/09,S08000026, ,40-64 years,Male,SMR01, ,10, ,242.01, ,10, ,242.01, 
6868,2008/09,S08000026, ,40-64 years,Female,SMR01, ,10, ,260.48, ,10, ,260.48, 
6869,2008/09,S08000026, ,65plus years,Male,SMR01, ,0, ,0, ,0, ,0, 
6870,2008/09,S08000026, ,65plus years,Female,SMR01, ,0, ,0, ,0, ,0, 
6871,2008/09,S08000028, ,0-17 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6872,2008/09,S08000028, ,0-17 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6873,2008/09,S08000028, ,18-24 years,Male,SMR01, ,0, ,0, ,0, ,0, 
6874,2008/09,S08000028, ,18-24 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6875,2008/09,S08000028, ,25-39 years,Male,SMR01, ,20, ,896.86, ,20, ,896.86, 
6876,2008/09,S08000028, ,25-39 years,Female,SMR01, ,0, ,0, ,0, ,0, 
6877,2008/09,S08000028, ,40-64 years,Male,SMR01, ,60, ,1172.56, ,40, ,781.71, 
6878,2008/09,S08000028, ,40-64 years,Female,SMR01, ,20, ,410.85, ,10, ,205.42, 
